A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,AA,AB,AC,AD,AE,AF,AG,AH,AI,AJ,AK,AL,AM,AN,AO,AP,AQ,AR,AS,AT,AU,AV,AW,AX,AY,AZ,BA,BB,BC,BD,BE,BF,BG,BH,BI,BJ,BK,BL,BM,BN,BO,BP,BQ,BR,BS,BT,BU,BV,BW,BY,BZ,CA,CB,CC,target
3d3dd3ae,chotu,13,0,500years,60,chotu,20.22741245,63,114.2,,63,77,107,,,,,chotu,2,0,20.3,2,19.7,2,2,0,3.5,0,4,0,7.5,0,chotu,2,5.29734,20.2296,1373.8,2198.07,26.0023,88.5903,15.6931,4.53656,25.6097,1,40.0253,22.5627,83.293,38.692,66.0276,,,chotu,2.88,chotu,1,1,2,1,3,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,chotu,30,43,chotu,2,0
c892f324,chotu,9,1,500years,67,chotu,17.26147368,47.5,55.4,24,88,70,113,,,,,chotu,0,0,,,,,2,0,12,1,11,1,8,1,500years,2,2.3173,17.2634,959.652,1439.48,11.0771,44.4786,13.8601,3.40326,10.9214,1,20.9057,12.4958,42.1613,18.6772,31.9827,,,500years,3.481,500years,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,500years,30,43,chotu,2,0
42bf071e,rinki,9,0,500years,80,chotu,17.06820933,53,68.2,,66,68,118,chotu,,,,chotu,2,0,,,,,3,0,7,0,6.5,0,10.5,1,chotu,4,6.27261,17.0701,1052.68,2210.62,12.167,54.3868,13.6127,3.45736,13.8132,2,27.5427,14.6772,48.1142,23.6081,39.7096,,,chotu,3.02,chotu,5,5,5,1,5,2,1,0,1,2,1,0,5,3,5,5,4,5,2,1,chotu,52,72,rinki,0,2
e345b271,500years,8,0,rinki,75,500years,18.10928,50,64.4,,136,67,165,500years,3,5,0,500years,5,0,,,,,0,0,6,0,6,0,5.5,1,500years,1,3.20111,18.1113,1039.53,1351.39,13.3083,52.9864,14.9014,3.20986,11.4136,1,28.8561,10.8221,49.7853,24.4047,42.1643,,,500years,1.59,17cm,4,3,5,1,5,1,0,1,1,0,3,0,3,0,3,2,4,3,0,2,500years,35,50,500years,0,1
d8a78157,chotu,13,0,17cm,80,500years,20.71210862,63.5,118.8,,57,60,108,,,,,500years,10,0,22.7,2,20.3,2,15,1,4,0,4.5,0,17,1,500years,4,5.48949,20.7144,1413.72,2968.81,27.9144,92.8426,16.1884,4.52602,25.9574,2,41.5973,23.3309,87.3531,40.3127,69.5117,,,chotu,2.55,500years,2,2,3,1,2,1,1,1,1,2,2,1,1,2,2,1,2,1,2,1,500years,35,50,chotu,2,1
ae04102d,chotu,7,1,500years,,500years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500years,,,chotu,,
f1629e61,chotu,11,1,,,,,,,,,,,,,,,500years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chotu,,
3ca35642,500years,17,0,rinki,50,500years,25.95654204,65.25,157.2,,78,73,131,,,,,500years,6,0,44.4,3,35.1,2,3,0,10,1,12,1,12,1,,,,,,,,,,,,,,,,,,17cm,1.11,,,17cm,3,3,2,4,3,1,1,2,4,3,5,1,5,2,2,1,3,2,1,1,,,,500years,2,1
6a138911,rinki,6,0,chotu,70,rinki,27.14617474,47,85.3,,87,78,104,rinki,,,,rinki,0,0,,,,,0,0,4,0,4,0,4,0,500years,1,2.78023,27.1491,1030.18,1339.23,12.3247,51.9904,16.5474,10.6017,33.3096,3,27.4034,12.2623,49.2102,20.1833,39.728,,,,,rinki,3,4,4,0,4,0,0,0,1,0,1,0,3,0,0,3,2,2,2,0,rinki,70,95,rinki,0,0
9039272,rinki,11,1,chotu,70,rinki,16.84010586,57.5,79.2,,70,82,126,rinki,5,7,38,rinki,10,0,13.9,2,15.6,2,4,0,11,1,10,1,12,1,rinki,3,5.20886,16.8419,1132.86,1812.58,19.7692,62.9276,13.3816,3.46034,16.2724,2,26.497,16.6614,57.7187,25.2936,46.2662,,,rinki,3.09,rinki,2,1,2,1,2,0,1,1,1,2,0,0,1,1,1,1,1,1,1,1,rinki,39,55,rinki,0,0
cadd4ae5,rinki,8,0,chotu,58,rinki,16.11041667,48,52.8,,60,27,77,rinki,6,10,40,rinki,20,1,,,,,10,1,10,1,10,1,9,1,chotu,4,6.49121,16.1122,3079.99,6467.97,84.7531,270.322,82.4902,-66.378,-217.522,1,118.281,67.2885,263.831,188.734,203.034,,,,,rinki,1,3,3,1,3,1,0,1,2,1,2,0,1,1,1,1,1,1,2,1,rinki,34,49,rinki,2,0
ecb1c038,chotu,6,0,17cm,53,chotu,15.62222222,45,45,21,49,82,99,,,,,chotu,0,0,,,,,5,1,9,1,11,1,10,1,chotu,2,2.45188,15.6239,899.819,1439.71,6.2706,38.1055,13.2302,2.39375,6.89446,2,21.9106,9.92435,35.6537,15.9002,28.1812,,,,,17cm,5,5,1,0,,1,0,0,0,0,5,0,5,1,5,5,3,5,5,3,17cm,58,80,chotu,2,1
ba4294b3,chotu,8,1,rinki,50,rinki,15.71829223,53.25,63.4,,75,87,137,rinki,,,,chotu,,,,,,,,,,,,,,,500years,3,3.04963,15.72,1042.66,1668.25,14.8343,53.3197,13.2206,2.49941,10.0803,2,24.3114,14.174,50.2701,24.661,39.1457,,,,,500years,4,4,2,0,3,0,0,0,0,2,0,0,2,0,0,0,2,1,0,0,500years,46,64,chotu,1,0
b516ca6f,chotu,11,1,chotu,78,chotu,31.1143367,61.5,167.4,,69,70,139,chotu,,,,17cm,,,,,,,,,,,,,,,500years,2,4.53143,31.1177,1365.18,2047.77,30.7652,87.6729,16.2974,14.8204,79.7271,3,33.6835,23.2242,83.1415,39.3889,64.4487,,,chotu,2.74,chotu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chotu,28,41,chotu,2,0
22b4191a,rinki,10,1,chotu,41,chotu,25.36200274,54,105.2,,145,68,168,chotu,4,5,22,chotu,0,0,10.6,1,11.9,2,0,0,0,0,0,0,4.5,0,,,,,,,,,,,,,,,,,,,,rinki,1.13,chotu,3,3,3,1,4,1,0,2,2,2,2,0,4,2,4,5,4,4,0,1,chotu,61,84,rinki,0,1
5c186496,rinki,7,1,chotu,80,rinki,16.48020879,52.25,64,,74,74,111,rinki,26,,,chotu,,,,,,,,,,,,,,,500years,3,2.75116,16.482,1025.69,1641.11,12.9022,51.5128,13.2662,3.21586,12.4872,3,22.0857,16.5249,48.7616,21.6996,34.9879,,,,,chotu,1,2,3,0,2,0,0,0,1,0,0,0,1,1,3,2,2,1,0,0,chotu,40,56,rinki,0,0
2a81925b,17cm,9,0,,,rinki,14.58117451,49,49.8,21,59,81,106,,,,,rinki,0,0,,,,,0,0,11,1,12,1,7,1,rinki,2,2.91444,14.5828,959.088,1534.54,9.77192,44.4185,13.0069,1.57585,5.38152,1,23.4346,11.212,41.504,15.568,33.2065,,,rinki,1.95,rinki,4,4,3,1,2,1,0,2,1,2,2,0,1,1,2,1,1,1,2,1,rinki,46,64,17cm,1,1
4a753ca3,chotu,21,1,rinki,40,17cm,47.60377219,65.4,289.6,48,88,88,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d80b8bb6,rinki,12,0,chotu,75,rinki,18.9305563,61,100.2,,48,64,109,rinki,6,8,58,rinki,28,1,46.2,2,43.6,2,7,0,14.8,1,17,1,12,1,,,,,,,,,,,,,,,,,,,,rinki,3.84,rinki,2,2,2,1,2,2,1,1,1,2,2,1,2,2,1,2,2,2,1,1,rinki,48,67,rinki,2,1
36146fe1,chotu,17,0,,,500years,20.33929883,70.5,143.8,30,83,133,153,,,,,500years,20,0,50.6,2,49,2,20,1,0,0,0,0,8,0,,,,,,,,,,,,,,,,,,chotu,1.31,,,500years,0,0,3,2,2,0,0,0,0,0,3,0,2,0,3,1,1,2,1,1,,,,chotu,2,0
d5a8d9b0,rinki,17,0,500years,80,chotu,23.78722449,70,165.8,,101,72,151,,,,,,,,,,,,,,,,,,,,500years,3,6.71315,23.7898,1632.14,2774.64,33.8437,116.108,16.6597,7.1301,49.6923,2,50.7323,31.5318,109.395,59.8931,84.576,chotu,2.19,,,chotu,4,4,4,1,4,5,1,2,5,4,5,1,4,3,2,1,3,3,1,1,chotu,40,56,rinki,3,2
1c481537,17cm,13,0,500years,61,500years,27.94150391,64,162.8,,63,68,107,,,,,500years,15,0,25.3,2,27,2,7,0,6,0,4,0,6,0,500years,3,5.70718,27.9446,1557.01,2646.91,32.4052,108.105,18.5561,9.38842,54.6952,2,48.0688,27.6308,102.398,51.5342,80.474,,,500years,2.55,500years,5,5,5,3,5,5,2,5,4,5,0,0,5,5,5,5,5,4,5,3,500years,52,72,17cm,0,3
2197f92c,17cm,5,0,,,chotu,,,,,,,,,,,,chotu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17cm,0,
4659aa1a,17cm,13,0,rinki,85,17cm,21.39262051,71,153.4,,72,54,142,,,,,17cm,22,1,23.9,2,26.2,2,20,1,5,0,5,0,12,1,17cm,4,-2.16216,21.395,1714.69,3600.85,38.7479,124.9,17.4201,3.9749,28.4997,3,53.7917,32.3607,127.062,61.4573,92.5396,,,rinki,2.24,17cm,1,2,1,2,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,17cm,33,47,17cm,2,0
446b29e4,chotu,12,1,,,,,,,,,,,,,,,rinki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chotu,3,
b6aa2bda,rinki,7,1,,,,,,,,,,,,,,,500years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rinki,,
1e292d2f,rinki,16,0,,,,,,,,,,,,,,,chotu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rinki,2,
260f542b,17cm,8,0,chotu,75,17cm,14.53823129,52.5,57,,61,73,110,17cm,6,10,12,17cm,8,1,,,,,9,1,8.5,1,10,1,14,1,17cm,3,7.04864,14.5398,1009.89,1716.82,9.78809,49.8299,12.7108,1.82899,7.17013,2,25.0202,15.0215,42.7812,20.8125,34.8083,,,17cm,2.31,17cm,5,0,1,0,0,0,1,0,1,0,1,0,0,0,0,2,1,1,0,0,17cm,35,50,17cm,0,0
db9353fd,rinki,6,1,chotu,60,chotu,14.08657845,46,42.4,,86,69,124,chotu,4,6,30,chotu,9,1,,,,,2,0,11,1,10,1,10.5,1,,,,,,,,,,,,,,,,,,,,,,chotu,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,chotu,26,38,rinki,2,0
69074cf3,chotu,7,1,17cm,80,500years,15.68677686,44,43.2,,66,87,104,500years,,,,500years,0,0,,,,,3,0,8,0,6,0,7,1,500years,3,10.0302,15.6174,903.538,1445.66,8.94334,38.5017,13.9189,1.69852,4.69834,1,19.8879,9.67045,28.4715,17.0671,28.8312,,,,,chotu,3,3,3,0,3,0,0,3,3,3,3,0,0,0,3,3,3,3,3,3,chotu,31,45,chotu,0,1
3d5acaf4,chotu,5,0,17cm,59,500years,22.32589792,46,67.2,,,,,,,,,500years,0,0,,,,,0,0,,,,,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500years,0,
7abb52e2,rinki,8,1,,,rinki,16.81145713,51,62.2,23,72,92,132,,,,,rinki,15,1,,,,,4,0,16,1,14,1,12,1,rinki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rinki,0,
4734a934,500years,9,0,,,500years,15.75135392,56.69,72,22,67,69,112,,,,,,,,,,,,,,,,,,,,500years,3,3.38413,15.7515,1090.38,1853.65,8.59826,58.4028,12.7768,2.97468,13.5972,1,26.3564,23.4481,55.0186,32.1185,34.9547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b52219ea,rinki,11,0,,,rinki,15.49511834,52,59.6,,74,62,112,,,,,rinki,7,0,24.6,1,21.4,1,4,0,12,1,13,1,10,1,,,,,,,,,,,,,,,,,,,,rinki,2.78,,,,,,,,,,,,,,,,,,,,,,,,,rinki,3,
ee7de96c,17cm,7,1,rinki,45,17cm,14.75685131,49,50.4,,72,108,112,17cm,5,8,28,17cm,10,1,,,,,6,1,9,1,10,1,11,1,17cm,4,6.9753,14.7585,972.339,1847.44,11.5674,45.8299,13.4202,1.33826,4.57014,1,23.623,10.6395,38.8546,26.58,35.1904,,,,,17cm,1,3,1,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,17cm,32,46,17cm,0,0
063b16fc,chotu,10,0,500years,65,500years,15.06310596,56.5,68.4,,,76,,500years,,,,500years,,,,,,,,,,,,,,,500years,5,3.78048,15.0648,1091.22,2618.92,13.2389,58.4918,12.8825,2.18223,9.9082,1,28.3289,16.924,54.7113,25.2105,41.5678,,,chotu,3.02,500years,5,5,4,0,4,4,0,4,1,2,2,0,1,0,3,4,0,4,1,3,500years,46,64,chotu,2,1
2c56c930,chotu,9,1,500years,45,chotu,20.97517687,53.5,85.4,,105,106,173,chotu,,,,17cm,,,,,,,,,,,,,,,500years,3,3.22702,20.9775,1095.73,1753.17,18.657,58.9731,14.486,6.49144,26.4269,2,26.1629,14.1533,55.7461,25.5559,44.8198,,,chotu,3.71,chotu,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,chotu,45,63,chotu,0,0
eb5c46b0,rinki,16,1,chotu,65,rinki,36.32070233,67.5,235.4,44,70,68,119,,,,,,,,,,,,,,,,,,,,rinki,3,6.53877,36.3247,1781.27,2850.03,49.5381,131.991,20.3677,15.957,103.409,3,48.0772,34.3761,125.453,63.3567,97.6153,chotu,3.029,,,chotu,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,,,,rinki,3,0
7d22cd0a,rinki,7,1,,,500years,15.01601994,53,60,24,58,82,102,,,,,500years,3,0,,,,,8,1,9,1,9,1,12,1,500years,2,2.99583,15.0177,1032.51,1548.77,14.8748,52.2392,13.0752,1.94247,7.76076,2,23.2245,14.14,49.2434,20.6258,38.0993,,,,,500years,2,3,4,0,2,1,1,4,1,2,2,0,4,4,2,2,3,2,0,3,500years,48,67,rinki,0,1
4248261f,rinki,6,0,chotu,55,chotu,18.59173554,49.5,64.8,,75,98,127,,,,,chotu,3,1,,,,,0,0,12,1,12,1,9,1,chotu,2,3.20486,18.5938,1032.55,1652.08,13.1306,52.2431,14.9907,3.60309,12.5569,1,28.4996,10.6129,49.0382,23.4794,41.6302,,,,,chotu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chotu,29,42,rinki,0,0
72c9c38d,chotu,11,0,rinki,45,rinki,14.73636119,61,78,,70,73,132,rinki,,,,chotu,,,,,,,,,,,,,,,500years,3,4.33899,14.738,1164.08,1978.94,15.4974,66.253,12.5184,2.21958,11.747,3,30.1657,20.5899,61.914,27.8278,45.6631,,,500years,2.39,500years,4,4,2,1,5,2,2,2,0,0,2,0,0,3,2,2,1,2,1,1,500years,33,47,chotu,0,1
320991a5,rinki,11,0,500years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rinki,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.58E+07,chotu,16,1,rinki,51,500years,17.28717561,63,97.6,,88,86,121,,,,,500years,13,0,22.3,2,23.3,2,1,0,5,0,5,0,8,0,500years,2,4.43287,17.2891,1228.92,1843.38,25.3762,73.1591,12.9596,4.32951,24.4409,2,26.3154,21.4674,68.7262,21.2687,51.6917,chotu,3.6,,,500years,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,500years,26,38,chotu,2,0
277f5b32,500years,12,0,17cm,61,500years,18.82477226,59.5,94.8,,77,67,123,500years,6,9,3,500years,11,0,20,2,20.2,2,20,1,4,0,5,0,6,0,500years,4,6.92559,18.8268,1203.41,2527.16,16.8539,70.4422,13.9895,4.83735,24.3578,2,33.5008,20.0875,63.5166,35.1605,50.3546,,,500years,2.49,500years,3,4,4,3,5,5,0,4,4,4,4,1,3,5,4,5,4,4,3,3,500years,49,68,500years,0,2
e838df3b,rinki,7,1,500years,80,chotu,16.35613258,48,53.6,21,72,88,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chotu,34,49,,,
e4b47411,chotu,8,1,,,chotu,15.58983276,53.3,63,,67,82,114,chotu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chotu,1.99,chotu,5,5,4,0,5,1,0,2,3,2,2,0,3,0,3,2,3,3,2,2,chotu,52,72,chotu,1,1
f922ae21,500years,11,0,,,500years,21.9225196,59.5,110.4,29,59,64,111,,,,,500years,15,1,22.2,2,20.6,2,9,1,7,0,6.5,0,10.5,1,17cm,3,4.6267,21.9249,1293.82,2199.49,22.1853,80.0718,15.9019,6.02304,30.3282,1,37.7172,20.1692,75.4451,37.4177,59.9025,,,500years,3.25,500years,2,3,3,0,2,1,0,1,1,1,1,0,2,1,3,0,1,1,1,1,500years,38,54,500years,0,0
2625767f,rinki,17,0,500years,80,chotu,18.6046781,67,118.8,,84,68,143,,,,,chotu,40,1,36,2,39.2,2,33,1,13.5,1,15,1,15,1,chotu,4,-0.468831,18.6067,1457.67,3061.1,28.3338,97.5236,15.2744,3.33235,21.2764,2,43.6933,25.4966,97.9925,47.4102,72.0271,chotu,2.79,,,chotu,2,2,2,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,chotu,37,53,rinki,2,0
1562998a,rinki,18,0,chotu,50,chotu,18.70840816,70,130.4,,82,67,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chotu,2,2,4,0,5,0,1,0,1,2,4,0,0,1,2,0,2,1,0,0,chotu,34,49,rinki,2,0
0f7f3bf3,chotu,9,0,rinki,55,500years,17.89454545,55,77,,59,77,92,500years,5,7,39,500years,2,0,,,,,0,0,6,0,7,0,5.5,1,500years,2,3.75771,17.8965,1113.65,1781.84,15.8712,60.8817,14.1502,3.74625,16.1183,1,29.4882,15.5222,57.124,23.2657,45.3594,,,chotu,1.93,500years,3,3,3,0,4,2,0,4,0,0,4,0,2,0,0,2,4,2,3,0,500years,37,53,chotu,3,1
abac67cc,500years,16,1,chotu,55,rinki,21.53319225,67,137.5,,52,76,105,,,,,rinki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500years,0.99,,,17cm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17cm,43,60,500years,3,0
bf7704da,chotu,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b823508b,rinki,11,1,chotu,58,chotu,,,,,71,81,150,chotu,5,7,15,chotu,15,1,15.8,2,18.3,2,1,0,11,1,12.5,1,11,1,,,,,,,,,,,,,,,,,,,,rinki,3.56,rinki,1,2,3,3,3,1,1,1,2,1,4,1,2,2,2,2,3,2,2,2,rinki,37,53,rinki,,1
baa69a08,rinki,15,1,,,17cm,,,,,,,,,,,,17cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rinki,0,
026fcbc3,rinki,10,0,17cm,80,rinki,18.66049986,59,92.4,,76,87,116,rinki,5,7,32,rinki,10,1,,,,,0,0,6.5,0,7,0,15,1,,,,,,,,,,,,,,,,,,,,rinki,3.15,rinki,2,2,3,0,2,2,0,0,1,1,1,0,2,1,1,2,1,2,1,1,rinki,43,60,rinki,0,0
ec619149,500years,18,1,,,500years,20.56184743,59.4,103.2,31,90,103,129,,,,,500years,20,1,13.9,1,14.2,1,1,0,0,0,0,0,5.5,0,17cm,4,3.80104,20.5641,1179.55,2241.14,20.4511,67.9006,13.5302,7.03392,35.2994,2,27.1126,20.3369,64.0995,29.6541,47.5637,500years,1.78,,,17cm,1,2,2,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,,,,500years,1,0
3c5c85e7,chotu,10,0,17cm,65,17cm,25.54233333,60,130.8,,69,79,122,,,,,17cm,10,0,11.4,1,13.4,2,0,0,6,0,7.5,1,10,1,,,,,,,,,,,,,,,,,,,,500years,1.14,500years,2,3,3,2,3,1,0,0,0,1,2,0,2,0,2,0,0,0,0,0,500years,28,41,chotu,2,0
34af3570,500years,7,0,,,500years,15.92165751,46.8,49.6,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2e293d08,17cm,10,1,,,17cm,23.6276148,56,105.4,32,59,76,89,,,,,17cm,11,0,37.6,2,39.4,2,1,0,9,0,7,0,8,0,17cm,1,3.40238,23.6302,1144.44,1487.77,19.3354,64.1606,14.3845,9.24569,41.2394,2,26.8689,17.9563,60.7582,30.4773,46.2043,,,17cm,2.74,17cm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17cm,32,46,17cm,0,0
4ad94d1e,rinki,7,0,500years,,chotu,17.29832426,46.5,53.2,21.5,67,75,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rinki,,
4505724a,rinki,5,0,chotu,83,chotu,16.52483951,45,47.6,23,61,83,110,,,,,chotu,0,0,,,,,2,0,10,1,11,1,9,1,,,,,,,,,,,,,,,,,,,,,,chotu,0,0,0,0,0,0,0,0,0,0,1,0,2,1,3,3,2,2,0,0,,,,rinki,0,0
0016bb22,chotu,18,1,500years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500years,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c41274a7,chotu,16,0,500years,70,500years,19.62374936,73.5,150.8,,71,72,108,,,,,500years,64,1,19.1,1,16.1,1,27,1,10,1,9,1,14,1,500years,4,-6.40154,19.6259,1779.38,3736.71,41.1294,131.791,17.1519,2.47394,19.0091,1,56.3126,34.3488,138.192,66.4171,97.4421,500years,3.1,,,500years,2,2,2,1,1,1,1,1,2,1,2,1,2,1,1,1,2,1,2,1,500years,39,55,chotu,2,0
64ed48c4,17cm,11,0,chotu,55,rinki,18.20760877,60.5,94.8,,75,90,116,rinki,,,,500years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chotu,2.65,rinki,5,5,5,1,5,1,1,5,5,4,4,0,5,5,5,5,5,5,4,1,rinki,45,63,17cm,3,2
c9133895,500years,10,0,17cm,70,17cm,17.84570322,54.5,75.4,,66,78,127,17cm,,,,500years,,,,,,,,,,,,,,,500years,4,3.23643,16.6065,1106.47,2323.59,7.79086,60.1165,13.2404,3.36611,15.2835,2,25.6759,26.6497,56.8801,33.0597,33.4668,,,17cm,1.31,17cm,5,5,4,2,5,2,0,2,1,3,2,0,1,2,4,2,2,2,2,1,500years,38,54,500years,0,1
92031591,500years,11,0,500years,70,17cm,20.4797635,61,108.4,,73,82,128,17cm,5,8,1,17cm,8,0,14.2,2,16.1,2,0,0,5,0,6,0,5,0,17cm,1,9.6391,20.482,1246.42,1620.35,19.0826,75.0232,14.1755,6.30649,33.3768,2,33.3259,22.6148,65.3841,29.5994,52.4084,,,rinki,2.73,17cm,4,0,2,0,4,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,500years,37,53,500years,2,0
c391e9c0,chotu,6,0,rinki,71,17cm,18.45825641,48.75,62.4,,88,90,145,17cm,,,,chotu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17cm,5,0,5,2,4,1,0,3,0,2,3,0,3,0,3,3,3,3,0,0,17cm,57,79,chotu,0,1
f433302d,rinki,6,0,chotu,52,,,,,,,,,,,,,500years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chotu,40,56,rinki,0,
9ddfb9e6,500years,14,0,rinki,50,17cm,21.21357422,64,123.6,,,,,,,,,500years,10,0,16.7,1,19.7,2,2,0,5,0,4,0,8,0,500years,3,5.09365,21.2159,1349.4,2293.97,23.7859,85.9914,14.7604,6.4555,37.6086,3,37.6707,24.5348,80.8978,34.8789,61.4566,,,500years,2.12,500years,4,4,3,1,4,2,2,1,2,3,0,0,1,0,2,2,2,4,2,0,500years,40,56,17cm,2,1
c40bb352,chotu,7,1,17cm,70,chotu,17.96017376,47.4,57.4,,,69,,chotu,,,,17cm,,,,,,,,,,,,,,,500years,3,2.69273,17.9621,997.933,1596.69,15.8074,48.556,15.1946,2.76755,8.84403,2,25.1856,7.56302,45.8632,22.1218,40.993,,,,,500years,4,1,5,0,3,3,0,2,5,5,0,0,2,1,2,2,3,2,2,1,500years,47,66,chotu,0,1
41d48900,chotu,12,1,17cm,61,500years,21.51961111,60,110.2,,61,96,112,,,,,500years,40,1,22.4,2,26.8,3,15,1,13,1,13,1,12,1,500years,4,4.72819,21.522,1342.83,2551.38,29.2874,85.292,16.6575,4.86451,24.908,1,36.5346,19.47,80.5638,44.6449,65.822,,,chotu,1.8,500years,2,2,2,0,2,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,500years,31,45,chotu,0,0
326c23c2,chotu,12,1,500years,69,chotu,18.57000511,58.5,90.4,,72,80,109,,,,,chotu,10,0,17.8,2,18.9,2,0,0,7,0,6,0,12,1,500years,2,3.72815,18.572,1152.34,1728.51,16.4308,65.0025,13.3543,5.21773,25.3975,2,29.9055,18.6662,61.2744,45.9591,46.3363,,,chotu,3.03,chotu,3,2,2,2,2,1,0,2,2,2,0,0,2,1,2,1,2,1,1,1,chotu,38,54,chotu,0,0
28e973b1,chotu,6,0,500years,45,500years,14.4996765,50.5,52.6,,76,86,111,500years,4,6,40,500years,11,1,,,,,9,1,12,1,12,1,9,1,500years,2,2.94349,14.5013,976.033,1561.65,8.29802,46.2234,12.7433,1.75797,6.37663,2,23.716,14.2094,43.2799,19.2677,32.014,,,,,500years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500years,65,89,chotu,2,0
6c2edc91,rinki,11,1,,,rinki,13.97228728,59.6,70.6,,69,84,99,rinki,,,,chotu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chotu,2.08,rinki,2,2,2,0,2,2,0,0,0,1,1,0,1,0,0,0,1,2,1,0,rinki,36,51,rinki,3,0
948e1435,rinki,15,1,chotu,61,rinki,28.51516136,59.5,143.6,,69,80,121,,,,,rinki,30,1,29.1,3,27.1,2,20,1,17,1,16.5,1,10,1,chotu,3,4.13798,28.5183,1283.98,2054.37,26.227,79.024,15.6938,12.8245,64.576,2,32.0398,20.7573,74.886,39.8951,58.2667,chotu,2.31,,,chotu,3,2,4,1,3,1,2,2,3,1,4,1,2,1,1,2,2,3,2,1,chotu,36,51,rinki,2,1
dc52906a,rinki,7,0,,,chotu,17.04654027,45.5,50.2,,58,92,104,chotu,,,,chotu,0,0,,,,,1,0,13,1,12,1,11,1,chotu,4,5.89478,17.0484,920.271,1932.57,7.48341,40.284,13.6808,3.36758,9.91604,2,23.2794,9.52113,34.3892,17.5232,30.7628,,,,,chotu,2,3,2,1,3,1,0,2,2,2,2,1,2,2,2,4,2,3,2,1,chotu,42,59,rinki,2,1
